trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
2,1065,15.25,4,6,1,0.015023474,0.014319249,0.25,0
6,622,23.85,7,0,4,0.046623794,0.038344051,0.24137931,0
4,1156,80.22,6,4,0,0.023356401,0.069394464,0.222222222,0
5,1017,55.61,10,10,4,0.024582104,0.054680433,0.4,0
2,788,91.04,1,4,1,0.005076142,0.115532995,0.25,0
1,872,41.86,3,10,4,0.025229358,0.048004587,0.136363636,0
5,983,59.64,5,9,2,0.021363174,0.060671414,0.238095238,0
3,1137,76.37,11,3,1,0.014951627,0.067167986,0.647058824,0
4,988,70.36,7,10,1,0.010121457,0.071214575,0.7,0
5,999,53.77,2,8,1,0.021021021,0.053823824,0.095238095,0
5,1102,91.99,0,3,1,0.025408348,0.083475499,0,0
1,1295,45.66,5,7,4,0.003088803,0.035258687,1.25,0
2,9,40.13,7,2,0,1,4.458888889,0.777777778,0
5,989,22.97,10,0,3,0.012133468,0.02322548,0.833333333,0
5,400,62.54,2,9,1,0.0625,0.15635,0.08,0
3,1724,39.12,2,1,1,0.002900232,0.022691415,0.4,0
2,910,37.98,4,5,3,0.027472527,0.041736264,0.16,0
5,433,55.92,4,6,0,0.006928406,0.129145497,1.333333333,0
3,566,40.21,8,0,5,0.026501767,0.071042403,0.533333333,0
3,592,64.42,8,3,5,0.021959459,0.108817568,0.615384615,0
3,1369,25.08,8,10,2,0.019722425,0.018319942,0.296296296,0
3,786,30.86,8,6,3,0.002544529,0.039262087,4,0
2,454,63.78,11,5,0,0.030837004,0.140484581,0.785714286,0
6,1605,8.4,3,0,2,0.002492212,0.005233645,0.75,0
3,360,36.84,9,3,4,0.027777778,0.102333333,0.9,0
1,37,41.8,6,3,1,0.027027027,1.12972973,6,0
2,858,78.36,3,3,1,0.017482517,0.091328671,0.2,0
3,1493,93.07,11,7,5,0.006697924,0.062337575,1.1,0
5,1244,49.41,2,1,3,0.016881029,0.03971865,0.095238095,0
2,939,42.53,8,1,5,0.006389776,0.045292865,1.333333333,0
2,374,51.06,6,2,2,0.024064171,0.136524064,0.666666667,0
5,531,88.33,11,7,5,0.033898305,0.166346516,0.611111111,0
6,1352,33.23,2,6,2,0.017011834,0.024578402,0.086956522,0
6,1831,60.66,10,4,0,0.008738394,0.033129437,0.625,0
5,617,35.46,8,4,5,0.006482982,0.057471637,2,0
5,521,78.7,11,10,5,0.013435701,0.151055662,1.571428571,0
3,937,36.43,2,4,0,0.014941302,0.038879402,0.142857143,0
5,171,75.29,5,1,4,0.093567251,0.440292398,0.3125,0
3,1425,82.7,8,1,3,0.021052632,0.058035088,0.266666667,0
2,762,84.22,4,9,1,0.009186352,0.110524934,0.571428571,0
3,1353,17.55,6,1,5,0.011825573,0.012971175,0.375,0
5,1752,20.51,6,10,2,0.00913242,0.011706621,0.375,0
1,929,10.95,7,8,4,0.002152853,0.011786868,3.5,0
5,1044,56.8,1,8,2,0.00862069,0.05440613,0.111111111,0
5,905,74.66,4,0,0,0.017679558,0.082497238,0.25,0
1,1603,87.36,8,10,2,0.018091079,0.054497817,0.275862069,1
2,1678,84.32,3,0,1,0.013110846,0.050250298,0.136363636,0
1,157,71.51,0,6,1,0.076433121,0.455477707,0,0
1,300,57.97,1,9,1,0.09,0.193233333,0.037037037,1
3,58,88.92,3,8,2,0.327586207,1.533103448,0.157894737,0
3,411,60.25,8,6,5,0.01459854,0.146593674,1.333333333,0
2,274,17.49,7,10,0,0.02189781,0.063832117,1.166666667,0
2,443,83.91,0,10,0,0.038374718,0.189413093,0,0
1,1009,31.03,3,7,3,0.028741328,0.030753221,0.103448276,1
6,1763,30.98,0,5,5,0.012478729,0.01757232,0,0
2,514,21.55,6,3,4,0.001945525,0.04192607,6,0
3,1397,34.51,7,9,2,0.008589835,0.024702935,0.583333333,0
6,1377,3.25,7,1,2,0.010893246,0.002360203,0.466666667,0
1,1180,34.29,6,9,1,0.010169492,0.029059322,0.5,0
3,1050,29.28,5,3,4,0.003809524,0.027885714,1.25,0
2,347,46.21,0,2,4,0.077809798,0.133170029,0,0
3,1530,92.15,5,2,2,0.008496732,0.060228758,0.384615385,0
4,1466,19.16,6,2,0,0.019099591,0.013069577,0.214285714,0
1,1338,86.13,8,3,5,0.022421525,0.064372197,0.266666667,1
6,1336,63.49,6,9,4,0.001497006,0.047522455,3,0
5,709,47.16,7,9,2,0.012693935,0.06651622,0.777777778,0
1,660,6.06,3,7,1,0.027272727,0.009181818,0.166666667,0
2,1749,44.45,3,0,3,0.014865638,0.025414523,0.115384615,0
6,1436,23.29,3,3,5,0.01810585,0.016218663,0.115384615,0
4,1350,50.16,5,7,1,0.005925926,0.037155556,0.625,0
3,329,42.32,7,6,5,0.088145897,0.128632219,0.24137931,0
4,570,86.95,2,10,3,0.001754386,0.15254386,2,0
3,663,81.29,10,2,1,0.034690799,0.122609351,0.434782609,0
3,1488,31.77,4,9,2,0.02016129,0.021350806,0.133333333,0
2,772,10.02,9,3,5,0.025906736,0.012979275,0.45,0
1,1717,26.33,2,4,4,0.004659289,0.015334886,0.25,0
1,214,87.58,6,1,5,0.014018692,0.409252336,2,0
2,945,74.81,0,10,3,0.00952381,0.079164021,0,0
3,689,76.55,6,1,1,0.021770682,0.111103048,0.4,0
4,1238,17.79,8,0,0,0.015347334,0.014369952,0.421052632,0
3,343,87.23,11,4,4,0.072886297,0.254314869,0.44,0
5,726,48.3,1,10,4,0.019283747,0.066528926,0.071428571,0
1,578,27.34,10,6,1,0.051903114,0.047301038,0.333333333,1
6,911,82.58,4,9,5,0.014270033,0.09064764,0.307692308,0
3,1174,36.22,9,1,4,0.008517888,0.030851789,0.9,0
5,754,6.84,0,8,5,0.039787798,0.009071618,0,0
4,545,71.55,10,3,5,0.053211009,0.131284404,0.344827586,0
2,1588,58.63,9,2,0,0.013853904,0.036920655,0.409090909,0
3,1049,60.81,5,1,5,0.018112488,0.057969495,0.263157895,0
5,258,42.48,8,3,3,0.019379845,0.164651163,1.6,0
5,1410,7.64,6,3,3,0.005673759,0.00541844,0.75,0
5,1825,61.79,10,2,4,0.000547945,0.033857534,10,0
2,1510,83.44,1,2,2,0.001324503,0.055258278,0.5,0
5,855,43.87,3,0,0,0.033918129,0.051309942,0.103448276,0
4,9,73.77,4,3,3,1.333333333,8.196666667,0.333333333,0
2,822,55.56,7,5,2,0.03163017,0.067591241,0.269230769,0
1,486,46.5,4,1,3,0.037037037,0.095679012,0.222222222,0
1,1266,11.09,0,0,4,0.018167457,0.008759874,0,0
6,1246,80.08,8,6,2,0.002407705,0.064269663,2.666666667,0
4,1260,49.5,10,5,5,0.001587302,0.039285714,5,0
3,21,51.08,0,1,2,0.19047619,2.432380952,0,0
5,942,16.19,9,3,1,0.002123142,0.017186837,4.5,0
5,1051,98.8,5,7,3,0.009514748,0.094005709,0.5,0
3,791,66.37,2,1,5,0.021491783,0.083906448,0.117647059,0
3,1784,8.08,11,6,0,0.016255605,0.004529148,0.379310345,0
1,777,15.53,9,7,1,0.023166023,0.01998713,0.5,0
3,1588,5.97,11,7,2,0.011964736,0.003759446,0.578947368,0
1,29,8.35,9,10,0,0.206896552,0.287931034,1.5,0
2,1221,52.94,10,5,3,0.001638002,0.043357903,5,0
5,32,63.99,8,8,0,0.28125,1.9996875,0.888888889,0
4,1177,33.67,0,10,2,0.007646559,0.028606627,0,0
2,378,70.18,1,0,2,0.021164021,0.185661376,0.125,0
2,61,31.49,10,1,5,0.180327869,0.516229508,0.909090909,0
1,653,56.89,9,2,2,0.036753446,0.08712098,0.375,0
1,705,35.11,10,10,3,0.00141844,0.049801418,10,0
4,1015,57.97,2,4,2,0.014778325,0.0571133,0.133333333,0
1,1612,31.34,2,4,3,0.008684864,0.019441687,0.142857143,0
2,1194,89.82,10,7,3,0.020100503,0.075226131,0.416666667,0
5,276,98.07,11,2,1,0.101449275,0.355326087,0.392857143,0
2,1754,37.07,9,1,2,0.007411631,0.02113455,0.692307692,0
4,246,14.42,11,9,3,0.024390244,0.058617886,1.833333333,0
4,1507,64.41,0,1,4,0.01924353,0.042740544,0,0
2,59,34.06,5,10,4,0.338983051,0.577288136,0.25,0
2,1014,24.1,8,10,0,0.003944773,0.023767258,2,0
2,1135,43.08,11,2,3,0.011453744,0.037955947,0.846153846,0
6,1153,26.74,6,3,1,0.016478751,0.023191674,0.315789474,0
5,183,37.97,6,2,0,0.158469945,0.207486339,0.206896552,0
3,603,96.11,10,7,0,0.014925373,0.159386401,1.111111111,0
1,236,72.36,2,3,2,0.059322034,0.306610169,0.142857143,0
1,1414,59.27,6,5,4,0.012729844,0.041916549,0.333333333,0
2,224,67.69,0,9,5,0.116071429,0.3021875,0,0
4,1601,63.76,8,5,4,0.007495315,0.039825109,0.666666667,0
5,1603,20.08,2,5,4,0.006238303,0.012526513,0.2,0
2,279,1.9,1,4,5,0.043010753,0.006810036,0.083333333,0
6,1080,69.71,2,10,1,0.021296296,0.064546296,0.086956522,0
6,821,79.78,6,4,5,0.001218027,0.097174178,6,0
5,132,42.07,1,5,5,0.151515152,0.318712121,0.05,0
4,867,7.01,8,8,4,0.021914648,0.008085352,0.421052632,0
4,1335,12.99,4,5,4,0.005992509,0.009730337,0.5,0
5,898,96.88,11,7,1,0.011135857,0.107884187,1.1,0
6,299,10.02,0,7,5,0.02006689,0.033511706,0,0
1,1244,57.08,4,10,0,0.002411576,0.045884244,1.333333333,0
1,256,61.87,4,3,1,0.07421875,0.241679688,0.210526316,0
4,679,79.95,9,4,0,0.019145803,0.117746686,0.692307692,0
6,1316,14.22,5,10,3,0.015957447,0.010805471,0.238095238,0
2,1303,37.6,3,10,2,0.015349194,0.028856485,0.15,0
1,164,51.79,4,9,5,0.042682927,0.315792683,0.571428571,0
2,131,33.74,11,5,4,0.099236641,0.257557252,0.846153846,0
1,849,54.97,2,7,5,0.005889282,0.064746761,0.4,0
3,1803,25.56,8,6,1,0.003327787,0.014176373,1.333333333,0
6,683,35.22,11,5,5,0.010248902,0.051566618,1.571428571,0
3,1364,23.4,6,10,1,0.005865103,0.017155425,0.75,0
2,420,12.45,11,8,5,0.028571429,0.029642857,0.916666667,0
6,421,93.15,3,9,4,0.059382423,0.221258907,0.12,0
1,422,55.55,5,8,4,0.049763033,0.131635071,0.238095238,0
6,569,60.21,2,10,2,0.04745167,0.105817223,0.074074074,0
4,1722,28.98,2,8,0,0.010452962,0.016829268,0.111111111,0
5,992,8.43,10,0,0,0.015120968,0.008497984,0.666666667,0
2,216,21.97,1,5,4,0.027777778,0.101712963,0.166666667,0
5,934,57.43,5,1,0,0.023554604,0.061488223,0.227272727,0
2,1639,81.7,4,7,0,0.007931666,0.049847468,0.307692308,0
5,1676,78.04,9,2,5,0.001789976,0.046563246,3,0
5,999,99.68,0,9,1,0.019019019,0.09977978,0,0
4,811,26.63,9,0,0,0.012330456,0.032836005,0.9,0
6,1672,49.51,10,8,4,0.011961722,0.029611244,0.5,0
5,664,87.01,7,2,1,0.018072289,0.131039157,0.583333333,0
2,949,44.54,0,2,4,0.018967334,0.046933614,0,0
4,1787,35.51,2,6,5,0.003357583,0.019871293,0.333333333,0
1,1209,98.16,6,9,2,0.012406948,0.081191067,0.4,0
5,1336,46.72,2,2,2,0.009730539,0.03497006,0.153846154,0
6,1034,11.99,5,4,5,0.022243714,0.011595745,0.217391304,0
6,1570,83.22,5,6,3,0.007006369,0.053006369,0.454545455,0
2,1409,60.44,8,6,5,0.006387509,0.042895671,0.888888889,0
5,1230,54.94,1,7,5,0.020325203,0.044666667,0.04,0
2,1389,61.28,2,6,2,0.014398848,0.044118071,0.1,0
1,739,32.23,5,1,3,0.028416779,0.043612991,0.238095238,0
1,300,64.64,7,6,1,0.06,0.215466667,0.388888889,0
2,803,46.35,9,5,2,0.02241594,0.057721046,0.5,0
2,674,99.3,8,7,3,0.008902077,0.147329377,1.333333333,0
2,1146,42.83,1,4,5,0.022687609,0.037373473,0.038461538,0
2,405,71.52,2,0,0,0.059259259,0.176592593,0.083333333,0
4,911,69.28,10,10,0,0.024149286,0.076048299,0.454545455,0
1,1659,75.72,2,2,5,0.007836046,0.045641953,0.153846154,0
5,1346,36.21,10,10,0,0.012630015,0.026901932,0.588235294,0
3,526,89.39,10,4,4,0.034220532,0.169942966,0.555555556,0
6,1204,13.7,1,0,1,0.021594684,0.011378738,0.038461538,0
2,553,39.31,1,10,4,0.03074141,0.071084991,0.058823529,0
1,1000,76.72,5,5,2,0.024,0.07672,0.208333333,1
1,471,43.78,4,3,0,0.048832272,0.092951168,0.173913043,0
1,157,2.13,5,3,3,0.140127389,0.013566879,0.227272727,0
5,235,1.8,0,9,2,0.093617021,0.007659574,0,0
6,25,55.37,6,3,0,0.68,2.2148,0.352941176,0
1,551,81.87,2,0,2,0.005444646,0.148584392,0.666666667,0
3,1223,81.14,5,5,4,0.000817661,0.066345053,5,0
5,809,44.01,5,8,0,0.016069221,0.054400494,0.384615385,0
6,1053,35.03,1,5,1,0.028490028,0.033266857,0.033333333,0
6,1315,30.49,0,9,5,0.015209125,0.023186312,0,0
1,976,46.3,7,0,4,0.00307377,0.047438525,2.333333333,0
4,160,59.93,0,0,5,0.1125,0.3745625,0,0
1,1060,88.99,10,2,3,0.027358491,0.08395283,0.344827586,1
6,687,74.39,9,5,1,0.043668122,0.108282387,0.3,0
3,821,36.44,11,0,2,0.025578563,0.044384896,0.523809524,0
5,227,21.34,0,0,0,0.039647577,0.094008811,0,0
4,1065,48.8,3,2,2,0.01314554,0.045821596,0.214285714,0
1,900,12.28,2,2,1,0.01,0.013644444,0.222222222,0
3,433,32.5,7,2,0,0.025404157,0.075057737,0.636363636,0
5,767,58.42,11,9,5,0.035202086,0.076166884,0.407407407,0
2,1672,25.19,6,4,1,0.011961722,0.015065789,0.3,0
6,1331,23.66,2,4,3,0.006761833,0.017776108,0.222222222,0
5,1066,54.11,11,10,5,0.022514071,0.05075985,0.458333333,0
4,810,93.76,2,4,2,0.030864198,0.115753086,0.08,0
6,1230,27.16,10,7,3,0.003252033,0.022081301,2.5,0
6,288,99.96,5,3,0,0.09375,0.347083333,0.185185185,0
5,422,89.57,11,10,5,0.028436019,0.212251185,0.916666667,0
2,1455,27.06,7,1,1,0.017869416,0.018597938,0.269230769,0
2,1796,83.98,8,9,4,0.0077951,0.046759465,0.571428571,0
2,1332,57.85,6,5,1,0.000750751,0.043430931,6,0
6,355,1.22,0,6,2,0.028169014,0.00343662,0,0
5,710,52.73,1,10,0,0.014084507,0.074267606,0.1,0
4,1076,92.56,5,5,4,0.006505576,0.086022305,0.714285714,0
3,1267,64.93,2,5,5,0.01183899,0.05124704,0.133333333,0
2,755,7.48,4,10,5,0.013245033,0.009907285,0.4,0
5,418,24.08,9,5,2,0.055023923,0.057607656,0.391304348,0
3,133,58.74,3,6,4,0.097744361,0.441654135,0.230769231,0
6,472,83.98,5,4,0,0.033898305,0.177923729,0.3125,0
1,768,4.39,2,7,1,0.0390625,0.005716146,0.066666667,1
1,389,59.25,5,7,1,0.077120823,0.152313625,0.166666667,1
3,467,41.03,4,10,2,0.025695931,0.087858672,0.333333333,0
6,1261,96.33,6,9,5,0.01665345,0.076391753,0.285714286,0
2,462,37.29,0,1,1,0.034632035,0.080714286,0,0
3,992,93.94,9,6,3,0.01108871,0.094697581,0.818181818,0
2,1502,40.29,3,10,0,0.01930759,0.026824234,0.103448276,1
3,932,27.18,9,5,4,0.004291845,0.02916309,2.25,0
3,800,90.58,6,1,2,0.03375,0.113225,0.222222222,0
1,548,40.69,7,3,1,0.034671533,0.074251825,0.368421053,0
3,195,11.23,9,1,2,0.041025641,0.057589744,1.125,0
3,455,33.13,5,3,0,0.052747253,0.072813187,0.208333333,0
3,174,56.09,3,7,3,0.114942529,0.322356322,0.15,0
5,141,84.35,10,6,4,0.19858156,0.59822695,0.357142857,0
3,620,88.95,1,8,5,0.029032258,0.143467742,0.055555556,0
6,1482,81.55,3,3,4,0.013495277,0.055026991,0.15,0
2,929,65.61,4,2,0,0.031216362,0.070624327,0.137931034,0
5,1698,33.71,9,5,1,0.008833922,0.019852768,0.6,0
5,1499,54.9,10,2,0,0.003335557,0.036624416,2,0
4,1375,67.81,11,7,3,0.007272727,0.049316364,1.1,0
5,847,55.76,11,0,3,0.020070838,0.065832349,0.647058824,0
5,1702,63.57,3,0,3,0.005875441,0.037350176,0.3,0
2,504,6.14,6,6,2,0.055555556,0.01218254,0.214285714,0
6,121,75.89,0,1,2,0.099173554,0.627190083,0,0
4,83,35.33,10,8,4,0.168674699,0.425662651,0.714285714,0
4,1480,83.67,9,7,1,0.008783784,0.056533784,0.692307692,0
5,1640,22.23,5,0,5,0.003658537,0.013554878,0.833333333,0
6,266,76.82,9,8,0,0.090225564,0.288796992,0.375,0
6,1612,3.34,8,6,5,0.010545906,0.00207196,0.470588235,0
4,1570,55.17,5,8,1,0.015923567,0.035140127,0.2,0
5,859,62.57,2,8,1,0.009313155,0.072840512,0.25,0
2,1671,91.2,1,5,3,0.008378217,0.054578097,0.071428571,0
6,1015,98.75,7,2,1,0.006896552,0.09729064,1,0
5,1308,15.42,10,4,1,0.01911315,0.011788991,0.4,0
6,293,29.09,9,3,0,0.027303754,0.099283276,1.125,0
3,845,92.07,6,6,3,0.004733728,0.10895858,1.5,0
4,575,70.21,2,4,2,0.045217391,0.122104348,0.076923077,0
2,1663,63.73,5,6,4,0.003006615,0.038322309,1,0
6,1809,29.84,6,6,1,0.005527916,0.016495301,0.6,0
5,1408,66.63,4,0,1,0.020596591,0.047322443,0.137931034,0
1,1554,37.7,10,4,2,0.00965251,0.024259974,0.666666667,0
5,6,84.32,10,6,2,4.833333333,14.05333333,0.344827586,0
5,568,52.08,11,6,4,0.01056338,0.091690141,1.833333333,0
4,1299,43.15,1,3,3,0.004618938,0.03321786,0.166666667,0
2,93,85.04,2,3,4,0.032258065,0.914408602,0.666666667,0
3,1263,52.29,1,7,1,0.015043547,0.041401425,0.052631579,0
5,1590,45.56,11,1,2,0.001257862,0.028654088,5.5,0
4,109,39.02,3,0,4,0.055045872,0.357981651,0.5,0
6,1547,89.09,9,5,0,0.017453135,0.057588882,0.333333333,0
3,1233,49.14,2,4,3,0.0162206,0.039854015,0.1,0
5,1267,14.58,6,0,2,0.016574586,0.011507498,0.285714286,0
2,1465,33.97,3,10,5,0.008191126,0.023187713,0.25,0
5,487,83.51,2,6,5,0.028747433,0.171478439,0.142857143,0
5,1440,78.98,7,2,4,0.0125,0.054847222,0.388888889,0
4,1399,26.46,2,2,4,0.0192995,0.01891351,0.074074074,0
6,510,31.96,10,4,3,0.005882353,0.062666667,3.333333333,0
1,581,58.38,4,1,1,0.027538726,0.100481928,0.25,0
5,1124,19.13,5,0,5,0.006227758,0.017019573,0.714285714,0
6,378,2.36,9,5,2,0.052910053,0.006243386,0.45,0
1,1758,19.32,0,7,5,0.016496018,0.010989761,0,1
6,1348,46.94,0,2,1,0.017062315,0.034821958,0,0
5,999,14.99,6,1,5,0.012012012,0.015005005,0.5,0
3,1585,2.88,10,0,1,0.013249211,0.001817035,0.476190476,0
3,1239,47.75,9,1,4,0.004842615,0.038539144,1.5,0
5,1793,27.96,11,10,3,0.000557724,0.015593977,11,0
3,1143,93.66,1,5,5,0.008748906,0.081942257,0.1,0
5,992,84.02,7,4,1,0.014112903,0.084697581,0.5,0
3,1327,66.84,10,1,2,0.012810852,0.050369254,0.588235294,0
4,422,60.74,10,5,1,0.049763033,0.143933649,0.476190476,0
5,1604,16.06,9,1,1,0.00872818,0.010012469,0.642857143,0
4,1280,21.81,3,3,3,0.0203125,0.017039063,0.115384615,0
3,1413,89.85,2,4,4,0.021231423,0.06358811,0.066666667,0
5,255,28.54,8,6,5,0.109803922,0.111921569,0.285714286,0
3,1207,54.2,6,6,3,0.003314002,0.044904722,1.5,0
5,1477,84.26,9,1,2,0.006093433,0.05704807,1,0
1,839,41.75,10,2,2,0.034564958,0.049761621,0.344827586,1
3,1786,23.13,6,7,0,0.010638298,0.012950728,0.315789474,0
1,1654,36.28,8,7,5,0.015114873,0.021934704,0.32,1
1,779,40.17,0,3,5,0.002567394,0.05156611,0,0
2,612,29.17,10,7,3,0.014705882,0.047663399,1.111111111,0
1,1158,99.82,10,10,0,0.022452504,0.086200345,0.384615385,1
5,55,19.74,3,3,0,0.109090909,0.358909091,0.5,0
2,554,70.78,6,0,0,0.010830325,0.127761733,1,0
2,1487,28.62,7,6,2,0.000672495,0.019246806,7,0
2,1055,11.61,11,4,4,0.007582938,0.011004739,1.375,0
1,827,83.7,5,10,4,0.010882709,0.10120919,0.555555556,0
6,713,55.97,1,8,4,0.025245442,0.078499299,0.055555556,0
6,12,82.71,10,9,5,1.333333333,6.8925,0.625,0
2,1673,49.83,7,2,0,0.010161387,0.029784818,0.411764706,0
2,1818,57.67,2,4,1,0.013751375,0.031721672,0.08,0
6,1386,34.99,6,6,4,0.011544012,0.02524531,0.375,0
2,1797,31.25,1,1,3,0.011129661,0.017390095,0.05,0
5,4,53.65,11,5,4,1.5,13.4125,1.833333333,0
3,1486,16.84,0,10,3,0.010094213,0.011332436,0,0
6,128,63.32,5,4,4,0.2265625,0.4946875,0.172413793,0
3,1569,74.73,9,2,2,0.01402167,0.047629063,0.409090909,0
3,1370,63.26,4,6,5,0.013138686,0.046175182,0.222222222,0
6,539,11.89,3,4,5,0.044526902,0.022059369,0.125,0
6,958,39.12,4,4,2,0.024008351,0.040835073,0.173913043,0
6,1253,8.35,6,10,2,0.000798085,0.006664006,6,0
1,834,77.9,2,10,4,0.03117506,0.093405276,0.076923077,1
4,1178,55.11,3,2,5,0.025466893,0.046782683,0.1,0
4,115,18.32,7,6,1,0.2,0.159304348,0.304347826,0
1,551,78.39,7,1,3,0.025408348,0.142268603,0.5,0
3,1708,97.51,8,5,0,0.015807963,0.057090164,0.296296296,0
6,868,30.14,10,5,5,0.034562212,0.034723502,0.333333333,0
6,406,9.3,11,8,2,0.012315271,0.022906404,2.2,0
1,781,11.84,10,3,4,0.007682458,0.015160051,1.666666667,0
4,641,59.07,2,4,5,0.028081123,0.092152886,0.111111111,0
3,113,90.02,3,8,0,0.247787611,0.796637168,0.107142857,0
6,833,46.81,0,0,2,0.036014406,0.056194478,0,0
5,1330,15.04,4,1,4,0.003759398,0.011308271,0.8,0
6,85,25.74,5,2,3,0.094117647,0.302823529,0.625,0
6,1086,59.42,5,4,1,0.023941068,0.054714549,0.192307692,0
3,1566,46.52,1,7,1,0.005108557,0.029706258,0.125,0
3,685,43.75,2,10,4,0.004379562,0.063868613,0.666666667,0
6,1301,88.47,5,1,0,0.01537279,0.068001537,0.25,0
2,860,54.66,5,7,2,0.008139535,0.06355814,0.714285714,0
1,1578,0.07,2,3,0,0.013941698,4.44E-05,0.090909091,0
6,649,43.34,9,3,3,0.013867488,0.066779661,1,0
2,57,21.62,2,4,5,0.01754386,0.379298246,2,0
1,1321,13.94,6,1,4,0.021196064,0.010552612,0.214285714,1
5,303,75.72,11,3,4,0.00990099,0.24990099,3.666666667,0
5,1271,94.65,8,1,0,0.008654603,0.074468922,0.727272727,0
4,1008,11.85,3,2,2,0.005952381,0.011755952,0.5,0
5,1189,51.39,0,1,2,0.023549201,0.043221194,0,0
3,1170,19.81,4,10,2,0.025641026,0.016931624,0.133333333,0
4,15,45.41,1,5,0,2,3.027333333,0.033333333,0
2,573,27.9,11,6,3,0.020942408,0.048691099,0.916666667,0
1,970,6.14,3,3,1,0.010309278,0.006329897,0.3,0
5,905,78.06,1,1,0,0.011049724,0.086254144,0.1,0
3,108,56.45,10,5,2,0.175925926,0.522685185,0.526315789,0
6,335,91.16,10,7,1,0.005970149,0.272119403,5,0
2,67,71.46,11,6,2,0.089552239,1.066567164,1.833333333,0
6,1206,91.77,3,4,0,0.002487562,0.076094527,1,0
5,171,50.12,4,3,0,0.081871345,0.293099415,0.285714286,0
2,1743,99.28,11,9,3,0.01491681,0.056959266,0.423076923,1
5,236,96.43,7,10,4,0.063559322,0.408601695,0.466666667,0
3,1268,73.31,7,6,4,0.014195584,0.057815457,0.388888889,0
4,1415,42.2,9,5,4,0.002826855,0.029823322,2.25,0
5,391,56.9,4,9,4,0.069053708,0.145524297,0.148148148,0
5,765,53.32,6,10,0,0.023529412,0.069699346,0.333333333,0
4,704,77.63,0,2,2,0.007102273,0.110269886,0,0
3,1358,80.39,6,1,3,0.005154639,0.059197349,0.857142857,0
1,44,19.69,1,4,4,0.318181818,0.4475,0.071428571,0
5,1340,23.53,5,7,2,0.015671642,0.017559701,0.238095238,0
2,810,22.5,9,7,3,0.013580247,0.027777778,0.818181818,0
1,1602,30.86,3,9,4,0.012484395,0.019263421,0.15,1
1,871,89.92,2,5,5,0.002296211,0.103237658,1,0
4,1160,98.4,9,2,4,0.017241379,0.084827586,0.45,0
2,144,75.04,9,9,0,0.159722222,0.521111111,0.391304348,0
6,1803,86.5,0,7,5,0.005546312,0.047975596,0,0
1,1582,51.93,5,0,2,0.017699115,0.032825537,0.178571429,1
2,320,7.02,8,4,4,0.04375,0.0219375,0.571428571,0
3,492,43.66,10,6,4,0.052845528,0.088739837,0.384615385,0
4,29,84.08,1,0,4,0.724137931,2.899310345,0.047619048,0
1,880,78.36,9,9,3,0.027272727,0.089045455,0.375,1
4,1734,17.43,0,0,2,0.012110727,0.010051903,0,0
5,1821,0.99,0,3,2,0.008237232,0.000543657,0,0
6,1470,6.96,5,1,1,0.014965986,0.004734694,0.227272727,0
6,1300,19.11,1,0,1,0.015384615,0.0147,0.05,0
3,1557,82.33,3,7,4,0.003211304,0.052877328,0.6,0
5,550,76.36,11,1,3,0.036363636,0.138836364,0.55,0
3,1505,64.78,2,0,0,0.017940199,0.043043189,0.074074074,0
4,168,62.96,1,9,3,0.166666667,0.374761905,0.035714286,0
1,400,48.95,11,9,1,0.0225,0.122375,1.222222222,0
2,237,98.15,10,4,2,0.05907173,0.414135021,0.714285714,0
6,1411,55.87,2,5,4,0.020552799,0.039596031,0.068965517,0
6,165,8.63,5,5,1,0.121212121,0.05230303,0.25,0
3,1157,59.42,9,5,2,0.025929127,0.051356958,0.3,0
5,1054,98.45,8,2,4,0.019924099,0.093406072,0.380952381,0
6,934,15.69,9,10,2,0.020342612,0.016798715,0.473684211,0
3,803,74.57,8,4,3,0.00498132,0.092864259,2,0
2,1071,86.49,11,4,3,0.018674136,0.080756303,0.55,0
6,1055,74.87,10,3,0,0.018009479,0.070966825,0.526315789,0
5,1122,1.79,6,5,1,0.016042781,0.001595365,0.333333333,0
2,546,56.21,8,4,5,0.018315018,0.102948718,0.8,0
6,775,38.3,2,3,2,0.002580645,0.049419355,1,0
3,298,99.73,2,7,3,0.087248322,0.33466443,0.076923077,0
3,1176,21.93,3,10,4,0.004251701,0.018647959,0.6,0
1,474,65.46,3,10,5,0.046413502,0.138101266,0.136363636,0
1,966,47.98,10,4,1,0.008281573,0.049668737,1.25,0
1,1286,35.54,5,6,2,0.003888025,0.027636081,1,0
4,791,78.7,1,6,3,0.03034134,0.099494311,0.041666667,0
3,62,63.44,1,7,3,0.048387097,1.023225806,0.333333333,0
5,636,37.74,2,9,1,0.034591195,0.059339623,0.090909091,0
2,1261,89.41,7,0,0,0.022997621,0.070904044,0.24137931,0
3,944,87.48,3,4,4,0.012711864,0.092669492,0.25,0
5,589,74.19,10,2,0,0.003395586,0.125959253,5,0
1,1246,62.61,1,9,4,0.014446228,0.050248796,0.055555556,0
3,851,93.75,2,8,3,0.008225617,0.110164512,0.285714286,0
2,183,83.31,0,10,1,0.06010929,0.455245902,0,0
2,1502,80.34,10,5,5,0.00665779,0.053488682,1,0
4,483,30.2,9,2,0,0.002070393,0.06252588,9,0
